running_id,link,article_type,headline,content_extract,author,publication_time,shares,__final verdict__MANUAL,__final verdict__WEAK_SUPERVISION,__final verdict__WEAK_SUPERVISION__confidence,article_type__interesting topics__MANUAL,article_type__interesting topics__WEAK_SUPERVISION,article_type__interesting topics__WEAK_SUPERVISION__confidence,headline__extract data__MANUAL,headline__extract data__WEAK_SUPERVISION,headline__extract data__WEAK_SUPERVISION__confidence,content_extract__extract data 2__MANUAL,content_extract__extract data 2__WEAK_SUPERVISION,content_extract__extract data 2__WEAK_SUPERVISION__confidence
1144,https://www.faz.net/aktuell/rhein-main/frankfurt/frankfurts-ob-feldmann-gibt-sich-trotz-drohendem-misstrauensantrag-unbeeindruckt-18080207.html,Abwahlverfahren naht,Oberbürgermeister Feldmann gibt sich unbeeindruckt,Die Mehrheit der Stadtverordneten will am Donnerstag im Parlament über den „Misstrauensantrag“ gegen OB Feldmann abstimmen. Der hat in dieser Woche das Gespräch mit der Römerkoalition gesucht. Seine Auftritte dosiert er derweil neu.,"Mechthild Harting, Frankfurt",03.06.2022 16:55 Uhr,9,,nicht interessant,0.6288,"['O', 'O']","['O', 'O']","[Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
1145,https://www.faz.net/aktuell/rhein-main/kultur/jahr-des-wassers-in-wiesbaden-18048247.html,„Jahr des Wassers“ in Wiesbaden,Was der Bach uns flüstert,"Zum „Jahr des Wassers“ in Wiesbaden kann man sich auf vielerlei Weise mit dem Element beschäftigen: Im Museum mit Wasser im Jugendstil, auf Schloss Freudenberg wird man selbst nass.","Katharina Deschka, Wiesbaden",04.06.2022 13:09 Uhr,1,,nicht interessant,0.6747,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
1146,https://www.faz.net/aktuell/rhein-main/wirtschaft/chemiepraesident-kullmann-das-gasembargo-ist-vom-tisch-18080495.html,Chemiepräsident,„Das Gasembargo ist derzeit vom Tisch“,"Bei den 108. „Wirtschaftsgesprächen am Main“ rechnet VCI-Präsident Christian Kulllmann vor, wie bedrohlich ein Gasembargo für die deutsche Chemiebranche wäre.",Falk Heunemann,04.06.2022 06:40 Uhr,11,,interessant,0.2927,['O'],['O'],[Decimal('0')],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
1147,https://www.faz.net/aktuell/rhein-main/frankfurt/unterwegs-mit-dem-kitamobil-fuer-schausteller-kinder-18074472.html,Kita für Schausteller-Kinder,Betreuung auf vier Rädern,"Schausteller sind mit ihren Familien viel unterwegs. Aber wer kümmert sich dann um die Kinder? Das Kitamobil reist ihnen hinterher, von Kirmes zu Kirmes.",Rainer Schulze,04.06.2022 10:38 Uhr,2,,nicht interessant,0.8417,"['O', 'O', 'O']","['O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
1148,https://www.faz.net/aktuell/rhein-main/wirtschaft/mainstimmen-in-zeiten-von-new-work-genuegen-vier-stunden-arbeit-18079121.html,New Work,Vier Stunden Arbeit genügen,Wie werden wir in Zukunft unseren Job ausüben? Die Pandemie hat darauf neue Antworten gegeben. Sie fallen teils abenteuerlich aus – und könnten doch zur Normalität werden.,Daniel Schleidt,03.06.2022 16:26 Uhr,1,,interessant,0.6932,"['O', 'O']","['O', 'O']","[Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
1149,https://www.faz.net/aktuell/rhein-main/opel-im-mai-einer-der-wenigen-gewinner-bei-neuzulassungen-18078957.html,Auto-Neuzulassungen,Opel im Mai einer der wenigen deutschen Gewinner,Kein großer deutscher Autohersteller hat im Mai ein größeres Absatzplus erzielt als Mercedes. Dahinter konnte sich Opel platzieren. Tief im Minus ist einer der bisherigen Gewinner dieses Jahres.,Thorsten Winter,03.06.2022 13:08 Uhr,7,,nicht interessant,0.5261,['O'],['O'],[Decimal('0')],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
115,https://bildungsmarkt.faz.net/sprachkurs-englisch/?rfextension=verlagsbox-reisemarkt-englisch,F.A.Z.- Bildungsmarkt,Verbessern Sie Ihr Englisch auf Reisen,,,,,,nicht interessant,0.5425,"['O', 'O']","['O', 'O']","[Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",,,
1150,https://stellenmarkt.faz.net/jobsuche/jura/frankfurt-am-main?xtatc=INT-12-[Jura_Vernetzung_regional_2],F.A.Z.-Stellenmarkt,Jura: Jobs im Rhein-Main Gebiet finden,,,,,,nicht interessant,0.8043,['O'],['O'],[Decimal('0')],"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",,,
1151,https://stellenmarkt.faz.net/jobsuche/marketing/frankfurt-am-main?xtatc=INT-12-[Marketing_Vernetzung_2]||,F.A.Z.-Stellenmarkt,Marketing: Jobs im Rhein-Main Gebiet finden,,,,,,nicht interessant,0.8047,['O'],['O'],[Decimal('0')],"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",,,
1152,https://stellenmarkt.faz.net/jobsuche/ingenieur/frankfurt-am-main?xtatc=INT-12-[Ingenieur_Vernetzung_regional_2],F.A.Z.-Stellenmarkt,Ingenieur: Jobs im Rhein-Main Gebiet finden,,,,,,nicht interessant,0.8046,['O'],['O'],[Decimal('0')],"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",,,
1153,https://stellenmarkt.faz.net/jobsuche/it/frankfurt-am-main?xtatc=INT-12-[IT_Vernetzung_regional_2],F.A.Z.-Stellenmarkt,IT: Jobs im Rhein-Main-Gebiet finden,,,,,,nicht interessant,0.8048,['O'],['O'],[Decimal('0')],"['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",,,
1154,https://stellenmarkt.faz.net/jobsuche/management/frankfurt-am-main?xtatc=INT-12-[Management_Vernetzung_regional_2],F.A.Z.-Stellenmarkt,Management: Jobs im Rhein-Main-Gebiet finden,,,,,,nicht interessant,0.8042,['O'],['O'],[Decimal('0')],"['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",,,
1155,https://stellenmarkt.faz.net/jobsuche/finanzwesen/frankfurt-am-main?xtatc=INT-12-[Finanzwesen_Vernetzung_regional_2],F.A.Z.-Stellenmarkt,Finanzwesen: Jobs im Rhein-Main-Gebiet finden,,,,,,nicht interessant,0.8060,['O'],['O'],[Decimal('0')],"['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",,,
1156,https://www.faz.net/aktuell/rhein-main/european-league-of-football-frankfurt-galaxy-und-die-todesgruppe-18076406.html,European League of Football,Frankfurt Galaxy und die „Todesgruppe“,In der European League of Football steht Frankfurt Galaxy eine Saison der Extreme bevor. Der Titelverteidiger könnte am Ende sogar komplett leer ausgehen.,Jan Ehrhardt,04.06.2022 10:52 Uhr,5,,interessant,0.3359,"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
1157,https://www.faz.net/aktuell/rhein-main/wie-das-pfingstreitturnier-sein-comeback-vorbereitet-hat-18079885.html,Pfingstreitturnier,"Mehr Tierärzte, weniger große Namen","Das Pfingstreitturnier in Wiesbaden ist nach Corona und Herpesvirus zurück. Die Freude ist groß, die Sponsoren blieben treu. Allerdings ist die Veranstaltung gefangen in den Zwängen des Kalenders.","Katja Sturm, Wiesbaden",05.06.2022 09:43 Uhr,,,interessant,0.3322,['O'],['O'],[Decimal('0')],"['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
1158,https://www.faz.net/aktuell/rhein-main/eintracht-frankfurt-verpflichtet-aurelio-buta-aus-antwerpen-18080184.html,Eintracht Frankfurt holt Buta,„Gutes Gesamtpaket“,"Aus Belgien nach Deutschland: Eintracht Frankfurt bindet Verteidiger Buta für vier Jahre und erhofft sich sofort Verstärkung durch den schnellen, robusten Außenspieler.",Ralf Weitbrecht,03.06.2022 16:55 Uhr,,,nicht interessant,0.5082,"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
1159,https://www.faz.net/aktuell/rhein-main/kultur/christian-schad-museum-ein-haus-fuer-den-meister-18074697.html,Christian Schad Museum,Ein Haus für den Meister,Nach sieben Jahren Bauzeit ist es so weit: Das neue Christian Schad Museum gewährt seinen Besuchern einen umfassenden Blick auf Leben und Werk des Künstlers der Neuen Sachlichkeit.,Katharina Deschka,04.06.2022 11:28 Uhr,3,,interessant,0.6246,"['O', 'O', 'O']","['O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
116,https://allesbeste.faz.net/elektronik/smartphones/powerbank-test/?utm_source=faz&utm_medium=verlagsbox&utm_campaign=powerbank-test,Powerbanks im Test,Ihr Strom für unterwegs,,,,,,nicht interessant,0.2899,"['O', 'O', 'O']","['O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",,,
1160,https://www.faz.net/aktuell/rhein-main/frankfurter-kunstverein-zeigt-neue-erkenntnisse-zu-hanauer-attentat-18076663.html,Recherche zu Hanauer Attentat,Entwurf einer Gegenrede,"Der Frankfurter Kunstverein zeigt Rechercheergebnisse der Gruppe Forensic Architecture zum Attentat von Hanau und zum Tod von Oury Jalloh. Struktureller Rassismus in deutschen Behörden, lautet die Anklage.",Eva-Maria Magel,03.06.2022 14:50 Uhr,,,nicht interessant,0.3015,"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O']","['O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
1161,https://www.faz.net/aktuell/rhein-main/kultur/richy-mueller-spielt-boesewicht-in-bad-hersfeld-18063604.html,Interview mit Richy Müller,„Der harte Mann war ich nie“,"Bei den Bad Hersfelder Festspielen ist Richy Müller, bekannt aus der„Tatort“-Reihe, als Bösewicht zu sehen: Er spielt den Erzdiakon in „Notre Dame“. Als typischer Finsterling will Müller sich aber nicht verstanden wissen.",Hans Riebsamen,03.06.2022 08:24 Uhr,3,,nicht interessant,0.6293,"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
1162,https://www.faz.net/aktuell/rhein-main/region-und-hessen/fuer-neun-euro-um-die-welt/mit-dem-9-euro-ticket-nach-rothenburg-ob-der-tauber-18063671.html,Für 9 Euro um die Welt,Ein Tag in Rothenburg ob der Tauber,,,,,,nicht interessant,0.9454,"['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",,,
1163,https://www.faz.net/aktuell/rhein-main/region-und-hessen/wandertipps/odenwald-wandertipp-fuehrt-in-die-naehe-der-burg-wildenberg-18044695.html,Der Wandertipp,Wo auch die Häuser unterwegs sind,,,,,,interessant,0.2702,"['O', 'O']","['O', 'O']","[Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",,,
1164,https://www.faz.net/aktuell/rhein-main/region-und-hessen/wandertipps/der-wandertipp-fuehrt-zum-limes-und-dem-feldberg-18061088.html,Der Wandertipp,Aussichten auf Burg und Kastell,,,,,,nicht interessant,0.2697,"['O', 'O']","['O', 'O']","[Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",,,
1165,https://www.faz.net/aktuell/rhein-main/region-und-hessen/wandertipps/der-wandertipp-fuehrt-zum-naturschutzgebiet-reinheimer-teich-18026416.html,Der Wandertipp,Vogelparadies mit Bildungsstätte,,,,,,interessant,0.2698,"['O', 'O']","['O', 'O']","[Decimal('0'), Decimal('0')]","['O', 'O', 'O']","['O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0')]",,,
1166,https://www.faz.net/aktuell/rhein-main/region-und-hessen/wandertipps/kloster-ganz-und-gar-erhalten-18008710.html,Der Wandertipp,Kloster wie vor 800 Jahren,,,,,,nicht interessant,0.2715,"['O', 'O']","['O', 'O']","[Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",,,
